Movies,ReleaseYear,Genre,MovieType,Rating,StarsDirectors,Votes,RunTime(mins),Gross($)
The Spy Who Fell to Earth,2019,"Documentary,Mystery",Regular,6.6,"Muammar Gaddafi, Henry Kissinger, Thomas Meadmore, Anwar Sadat, Thomas Meadmore",1099,94,20000.0
Aggressive Retsuko,2016,"Animation,Comedy,Musical",Series,8.3,Kaolip,948,22,20000.0
My Little Pony: Equestria Girls Specials,2017,"Animation,Comedy,Family",Regular,6.4,"Tara Strong, Ashleigh Ball, Tabitha St. Germain, Andrea Libman",591,22,20000.0
Asperger's Are Us,2016,"Documentary,Comedy,Drama",Regular,6.7,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi, Alex Lehmann",680,82,20000.0
Dragon Pilot: Hisone and Masotan,2018,"Animation,Fantasy,Sci-Fi",Regular,6.9,"Misaki Kuno, Tomoyo Kurosawa, Matsunojo Kanda, Yûki Kaji",450,30,20000.0
Nick Offerman: American Ham,2014,"Documentary,Comedy",Regular,6.7,"Marc Evan Jackson, Megan Mullally, Nick Offerman, Jordan Vogt-Roberts",1246,78,20000.0
The Comedy Lineup,2018,Comedy,Series,5.9,"Aisling Bea, Michelle Buteau, J.R. De Guzman, Tim Dillon",407,15,20000.0
"Berlin, Berlin",2020,"Comedy,Drama,Romance",Regular,3.7,"Farouk El-Khalili, Daniel Hall, Matthias Klimsa, Kai Lentrodt, Franziska Meyer Price",430,80,20000.0
A Love to Last,2017,"Drama,Family,Music",Regular,8.8,"Bea Alonzo, Ian Veneracion, Iza Calzado, Julia Barretto",32,100,20000.0
Tudo Bem No Natal Que Vem,2020,"Comedy,Drama",Regular,6.7,"Arianne Botelho, Neto Cajado, Louise Cardoso, José Rubens Chachá, Roberto Santucci",3672,100,20000.0
Anna Karenina,2003,"Drama,Romance",Regular,6.1,"Yuliya Aleksandrova, Fedor Bondarchuk, Yuriy Borisov, Tatyana Dogileva",843,85,20000.0
Dik Trom,2010,Family,Regular,6.1,"Michael Nierse, Eva van der Gucht, Marcel Musters, Fiona Livingston, Arne Toonen",843,85,20000.0
Monica O My Darling,2019,"Comedy,Crime,Drama",Regular,6.5,"Huma Qureshi, Radhika Apte, Rajkummar Rao, Akansha Ranjan Kapoor, Vasan Bala",150,103,20000.0
Wszystko dla mojej matki,2019,Drama,Regular,6.5,"Zofia Domalik, Maria Sobocinska, Malwina Laska, Magdalena Celmer, Malgorzata Imielska",150,103,20000.0
Uppity: The Willy T. Ribbs Story,2020,Documentary,Regular,7.6,"Willy T. Ribbs, Phillip Ribbs, Geraldine Ribbs, Marshall Pruett",651,109,20000.0
Jefe,2018,Comedy,Regular,5.4,"Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea, Sergio Barrejón",989,89,20000.0
Misfit,2017,"Comedy,Family",Regular,4.3,"Djamila, Bente Fokkens, Niek Roozen, Jolijn Henneman, Erwin van den Eshof",360,86,20000.0
Chandni Bar,2001,"Crime,Drama",Regular,7.6,"Tabu, Atul Kulkarni, Rajpal Yadav, Shri Vallabh Vyas, Madhur Bhandarkar",2516,150,20000.0
Bee & Puppycat: Lazy in Space,2013,Animation,Series,8.6,Allyn Rachel,29,113,20000.0
Untitled Skydance TV's hourlong series,2018,Adventure,Regular,7.1,"Arnold Schwarzenegger, Monica Barbaro",156,113,20000.0
Rocco Chinnici,2018,Biography,Regular,7.1,"Sergio Castellitto, Cristiana Dell'Anna, Manuela Ventura, Virginia La Tella, Michele Soavi",156,113,20000.0
Video Games: The Movie,2014,"Documentary,Animation,History",Regular,6.1,"Sean Astin, Al Alcorn, Peter Armstrong, Cliff Bleszinski, Jeremy Snead",5421,101,20000.0
Trevor Noah: Son of Patricia,2018,Comedy,Regular,7.3,"Trevor Noah, David Paul Meyer",3674,63,10000.0
The Cipher,2003,Drama,Regular,5.5,Jennifer Lopez,229,85,10000.0
Frauensee,2012,Drama,Regular,5.5,"Nele Rosetz, Therese Hämer, Lea Draeger, Constanze Wächter, Zoltan Paul",229,85,10000.0
El tiempo que te doy,2012,"Comedy,Drama,Romance",Regular,7.4,"Álvaro Cervantes, Nadia de Santiago, Moussa Echarif, Prince Ezeanyim",3232,10,10000.0
Donald Glover: Weirdo,2012,Comedy,Regular,7.4,"Donald Glover, Shannon Hartman",3232,65,10000.0
A Taiwanese Tale of Two Cities,2018,Drama,Series,6.5,"Tammy Chen, Peggy Tseng, Sheng-hao Wen, Shao-Hua Lung",150,86,10000.0
Sawah,2019,"Comedy,Drama",Regular,6.7,"Karim Kassem, Eric Kabongo, Jean-Luc Couchard, Sarah Abdulrahman, Adolf El Assal",1465,86,10000.0
Your Place or Mine,2016,Documentary,Regular,6.0,Aline Brosh McKenna,630,73,10000.0
Ghostheads,2016,Documentary,Regular,6.0,"Chace Ambrose, William Atherton, Dan Aykroyd, Brandon Balentine, Brendan Mertens",630,73,10000.0
Stuck Together,2021,Comedy,Regular,3.5,"Yvan Attal, Dany Boon, Liliane Rovère, François Damiens, Dany Boon",394,95,10000.0
Hollywood & Wine,2011,Comedy,Regular,3.5,"Pamela Anderson, Debrae Barensfeld, Colleen Camp, Chazz Palminteri",394,95,10000.0
Tersanjung: The Movie,2021,"Drama,Romance",Regular,6.0,"Clara Bernadeth, Giorgino Abraham, Kevin Ardillova, Nugie",150,114,10000.0
Heaven Sent,2015,"Drama,Fantasy",Regular,5.5,"Lindsey Gort, Derek Theler, Melanie Liburd, Jeremy Luke",1714,88,10000.0
Sop Dek 2002,2011,"Horror,Thriller",Regular,4.6,"Somchai Kemglad, Pitchanart Sakakorn, Shinaradee Anupongpichart, Chudapha Chanthakhet, Poj Arnon",259,96,10000.0
Johan Falk: Lockdown,2015,"Action,Crime,Thriller",Regular,7.2,"Jakob Eklund, Henrik Norlén, Jens Hultén, Meliz Karlge, Richard Holm",1654,99,10000.0
ReMastered: The Miami Showband Massacre,2019,"Documentary,Crime,Music",Regular,7.0,"Stephen Travers, Bertie Ahern, Alan Brecknell, Anne Cadwallader, Stuart Sender",1168,71,10000.0
Break It All: The History of Rock in Latin America,2020,"Documentary,Biography,Music",Regular,7.6,"Rubén Albarrán, Humberto Carderon, Gustavo Santaolalla, Javier Batiz",1091,24,10000.0
Buddy Thunderstruck,2017,"Animation,Action,Comedy",Regular,7.8,"Brian Atkinson, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly",467,24,10000.0
Azali,2018,Drama,Regular,5.6,"Asana Alhassan, Akofa Edjeani Asiedu, Adjetey Anang, Peter Ritchie, Kwabena Gyansah",163,92,10000.0
Dinotrux Supercharged,2017,"Animation,Short,Action",Series,7.2,"Ashleigh Ball, Richard Ian Cox, Brian Drummond, Andrew Francis",80,24,10000.0
Mega Man,2016,"Action,Adventure,Sci-Fi",Regular,6.2,no value,774,109,10000.0
Pera Palas'ta Gece Yarisi,2016,Drama,Regular,6.2,"Hazal Kaya, James Chalmers, Selahattin Pasali, Clare Louise Frost",774,109,10000.0
La 4ª Compañía,2016,"Action,Adventure,Crime",Regular,6.2,"Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez",774,109,10000.0
Chhota Bheem Kung Fu Dhamaka,2019,"Animation,Action,Adventure",Regular,5.3,"Urvi Ashar, Asif Ali Beig, Jigna Bhardwaj, Rupa Bhimani",127,97,10000.0
Black Stallions,2015,Comedy,Regular,5.8,"Don Cheadle, Lil Rel Howery",826,90,10000.0
Poli opposti,2015,"Comedy,Romance",Regular,5.8,"Luca Argentero, Sarah Felberbaum, Giampaolo Morelli, Tommaso Ragno, Max Croci",826,90,10000.0
The Ballot,2020,"Comedy,Drama,Romance",Regular,7.4,"Jin-Ah Im, Sung-Hoon Park, Ahn Nae-sang, Da-in Yoo",121,30,10000.0
The Houseboat,2021,Documentary,Series,7.2,"Fynn Kliemann, Olli Schulz",1027,23,10000.0
Fate: The Winx Saga - The Afterparty,2021,"Comedy,Fantasy,Reality-TV",Regular,6.2,"David Spade, Fortune Feimster, London Hughes, Abigail Cowen",52,23,10000.0
Katsugeki/Touken Ranbu,2017,"Animation,Action,Adventure",Regular,6.4,"Robbie Daymond, Zach Aguilar, Brad Venable, Ben Diskin",60,23,10000.0
Para Sempre Chape,2018,Documentary,Regular,7.2,Luis Ara,298,80,10000.0
7 Chinese Brothers,2015,Comedy,Regular,5.6,"Jason Schwartzman, Olympia Dukakis, Tunde Adebimpe, Eleanore Pienta, Bob Byington",1490,76,10000.0
Blackout,2013,Drama,Regular,6.5,"Jemima Abey, Maisie Abraham, Komal Amin, Faraz Ayub, Ben Chanan",230,90,10000.0
Exatlon Challenge,2020,"Game-Show,Reality-TV,Sport",Series,3.8,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",505,46,10000.0
Anelka: Misunderstood,2020,"Documentary,Sport",Regular,6.4,"Roman Abramovich, Fabrice Abriel, Samir Amireche, Barbara Anelka, Franck Nataf",2822,94,10000.0
Chef's Table: France,2016,Documentary,Series,8.3,"Alexandre Couillon, Alain Passard",1637,46,10000.0
Daughters of Destiny,2017,Documentary,Series,8.6,"Shilpa Anthony Raj, Abraham George, Ajit George, Mariam George",822,60,10000.0
CAT. 8,2013,"Action,Adventure,Drama",Series,4.4,"Matthew Modine, Maxim Roy, Ted Whittall, Trevor Hayes",1220,180,10000.0
La Línea: La Sombra del Narco,2020,"Documentary,Crime",Regular,6.4,Juan Franco,340,86,10000.0
Feminists: What Were They Thinking?,2018,Documentary,Regular,7.0,"Bella Abzug, Laurie Anderson, Phyllis Chesler, Judy Chicago, Johanna Demetrakas",1990,86,10000.0
Secretul fericirii,2018,"Comedy,Drama",Regular,7.7,"Theo Marton, Irina Velcescu, Vlad Zamfirescu, Vlad Zamfirescu",754,90,10000.0
Way of the Vampire,2005,"Action,Horror,Thriller",Regular,2.0,"Rhett Giles, Andreas Beckett, Paul Logan, Denise Boutte",1593,82,10000.0
#TemanTapiMenikah,2018,"Biography,Comedy,Drama",Regular,6.9,"Adipati Dolken, Vanesha Prescilla, Refal Hady, Denira Wiraguna, Rako Prijanto",602,102,10000.0
Kaos,2013,"Comedy,Drama,Fantasy",Regular,5.1,no value,497,60,10000.0
Doonby,2013,"Drama,Mystery",Regular,5.1,"John Schneider, Jenn Gotzon, Ernie Hudson, Robert Davi, Peter Mackenzie",497,104,10000.0
Untitled Thai Cave Rescue Project,2001,Drama,Regular,6.9,no value,141,70,10000.0
Kkotpadang: Joseonhondamgongjakso,2019,"Comedy,History,Romance",Regular,6.9,"Min-Jae Kim, Gong Seung-Yeon, Seo Ji-Hoon, Ji-Hoon Park",141,70,10000.0
Woonppal Romaenseu,2016,"Comedy,Romance",Regular,7.1,"Hwang Jeong-eum, Ryu Jun-Yeol, Sang-Hoon Jung, Ji-min Kim",589,60,10000.0
Love the Way U Lie,2020,"Comedy,Romance",Regular,5.8,"Xian Lim, Alex Gonzaga, Kylie Verzosa, Jeric Raval, RC Delos Reyes",74,99,10000.0
The 43,2019,Documentary,Series,7.2,Paco Ignacio Taibo II,99,30,10000.0
The Standups,2017,Comedy,Series,6.7,"Dan Soder, Beth Stelling, Nate Bargatze, Deon Cole",1017,30,10000.0
War Flowers,2012,"Drama,History,War",Regular,4.4,"Christina Ricci, Jason Gedrick, Gabrielle Popa, Tom Berenger, Serge Rodnunsky",405,99,10000.0
Gungmin Yeoreobun,2019,Comedy,Series,7.0,"Si Won Choi, Im Ji-Hyun, Min-Jung Kim, Yoo-Young Lee",167,102,10000.0
La femme la plus assassinée du monde,2018,"Biography,Drama,Mystery",Regular,5.3,"Eric Godon, Niels Schneider, Anna Mouglalis, Michel Fau, Franck Ribière",990,102,10000.0
Rebelión de los Godínez,2020,Comedy,Regular,4.1,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, Carlos Morett",426,93,10000.0
Broken,2019,Documentary,Series,6.9,"Jenise Morgan, Bella Carroll, Lexy Lebsack, Janet McGee",959,45,10000.0
A Martfüi Rém - A Sorozat,2020,"Crime,Drama,Mystery",Series,7.6,"Zsolt Anger, Mónika Balsai, Péter Bárnai, Károly Hajduk",222,45,10000.0
#cats_the_mewvie,2020,Documentary,Regular,5.3,"Kevin Allocca, Phaedra Barratt, Amanda Brennan, Mike Bridavsky, Michael Margolis",439,90,10000.0
Isolated,2013,"Adventure,Drama,Sport",Regular,6.2,"Ryan Phillippe, Travis Potter, Jenny Useldinger, Andrew Mooney, Justin Le Pera",189,85,10000.0
Atari: Game Over,2014,Documentary,Regular,6.7,"Zak Penn, Joe Lewandowski, Robert Rentschler, Paul Sanchez, Zak Penn",5762,66,10000.0
What We Started,2017,Documentary,Regular,7.1,"Steve Angello, Carl Cox, Chip Eberhart, Martin Garrix",1470,94,10000.0
Bhouri,2016,Drama,Regular,6.7,"Raghuvir Yadav, Masha Pour, Kunickaa Sadanand, Vicky Ahuja, Jasbir Bijender Bhati",413,140,10000.0
Arangsaddojeon,2012,"Action,Comedy,Fantasy",Regular,7.5,"Shin Min-a, Lee Joon-Gi, Woo-jin Yeon, Jeong-su Han",733,108,10000.0
Antologi Rasa,2019,Drama,Regular,6.4,"Herjunot Ali, Carissa Perusset, Refal Hady, Atikah Suhaime, Rizal Mantovani",156,108,10000.0
League of Legends Origins,2019,Documentary,Regular,6.5,"Nick Allen, Imane 'Pokimane' Anys, David Banks, Brandon Beck, Leslie Iwerks",898,77,10000.0
Untitled Gundam Project,2020,"Action,Drama,Sci-Fi",Regular,4.7,Jordan Vogt-Roberts,278,68,10000.0
London Hughes: To Catch a Dick,2020,Comedy,Regular,4.7,"Lin Gallagher, London Hughes, Nick Smoke, Kristian Mercado",278,68,10000.0
Good Times,2018,"Animation,Comedy",Regular,7.2,no value,1959,66,10000.0
Greg Davies: You Magnificent Beast,2018,Comedy,Regular,7.2,"Greg Davies, The Phoenix Choir of Wales, Peter Orton",1959,66,10000.0
Pet Stars,2021,"Family,Reality-TV",Series,5.8,"Melissa May Curtis, Colleen Wilson, Shai Lighter, Dane Andrew",94,25,10000.0
Casi Feliz,2020,Comedy,Series,6.8,"Sebastián Wainraich, Natalie Pérez, Santiago Korovsky, Lucas Wainraich",626,25,10000.0
Flinch,2019,Game-Show,Series,4.3,"Seann Walsh, Lloyd Griffith, Desiree Burch, John McGinn",662,25,10000.0
The Sleeping City,1950,"Crime,Drama,Film-Noir",Regular,6.8,"Richard Conte, Coleen Gray, Richard Taber, John Alexander, George Sherman",496,86,10000.0
Kane Chonicles,2021,"Adventure,Fantasy",Regular,8.7,no value,996,94,10000.0
Sky Tour: The Movie,2020,"Documentary,Music",Regular,8.7,"Son Tung Mtp, Son Tung Mtp",996,94,10000.0
Untold: Breaking Point,2021,"Documentary,Sport",Regular,6.2,Mardy Fish,1864,68,10000.0
Soltera Codiciada,2018,Comedy,Regular,6.2,"Gisela Ponce de León, Karina Jordán, Christopher Von Uckermann, Jely Reategui",1864,104,10000.0
People You May Know,2016,"Comedy,Drama",Regular,5.6,"Sean Maher, Andrea Grano, Mark Cirillo, Nacho San José, J.C. Falcón",931,101,10000.0
Krishna Balram,2015,Fantasy,Regular,8.2,no value,2576,123,10000.0
Thithi,2015,Drama,Regular,8.2,"Thammegowda S., Channegowda, Abhishek H.N., Pooja S.M., Raam Reddy",2576,123,10000.0
First and Last,2018,Documentary,Series,6.7,"Shantee G., Alex R., Velma S.",370,40,10000.0
Doris,2018,Comedy,Regular,6.1,"Tjitske Reidinga, Guy Clemens, Hendrikje Nieuwerf, Tarik Moree, Albert Jan van Rees",538,89,10000.0
Black Site Delta,2017,Action,Regular,3.8,"Cam Gigandet, Teri Reeves, Benjamin Charles Watson, Sherri Eakin, Jesse Gustafson",995,87,10000.0
Johan Falk: De 107 patrioterna,2012,"Action,Crime,Thriller",Regular,6.5,"Jakob Eklund, Joel Kinnaman, Jens Hultén, Anastasios Soulis, Anders Nilsson",2139,92,10000.0
The Wedding Coach,2021,"Comedy,Reality-TV",Series,4.9,"Jamie Lee, Fortune Feimster, Jon Gabrus",60,41,10000.0
RuPaul's Drag Race Holi-Slay Spectacular,2018,Reality-TV,Regular,4.8,"RuPaul, Michelle Visage, Ross Mathews, Todrick Hall, Nick Murray",1002,41,10000.0
1920 London,2016,"Horror,Mystery",Regular,4.1,"Sharman Joshi, Meera Chopra, Vishal Karwal, Surendra Pal, Dharmendra Suresh Desai",1599,120,10000.0
100% Coco,2017,Drama,Regular,4.7,"Nola Kemper, Valentijn Avé, Merel de Zwart, Firy Beuk, Tessa Schram",838,88,10000.0
Missing 9,2017,"Adventure,Mystery",Regular,7.0,"Jin-hee Baek, Jung Kyung-ho, Choi Tae-Joon, Oh Jeong-Se",336,78,10000.0
Growing Up Wild,2016,Documentary,Regular,7.3,Daveed Diggs,334,78,10000.0
The Home Edit,2020,Reality-TV,Series,4.8,"Clea Shearer, Joanna Teplin",180,90,10000.0
Super Crooks,2021,"Animation,Action,Adventure",Series,4.6,no value,574,90,10000.0
The Surrogate,2013,"Drama,Mystery,Thriller",Regular,4.6,"Cameron Mathison, Annie Wersching, Amy Scott, Matthew Alan, Doug Campbell",574,90,10000.0
Giving Voice,2020,Documentary,Regular,6.7,"Mary Alice, Annette Bening, Glenn Close, Viola Davis",227,87,10000.0
Leng xue shi san ying,1978,"Action,Adventure,Drama",Regular,7.4,"Sheng Fu, Lung Ti, Feng Ku, Lung Chan, Chung Sun",870,90,10000.0
Film Kteer Kbeer,2015,"Action,Crime,Drama",Regular,7.1,"Alain Saadeh, Fouad Yammine, Wissam Fares, Tarek Yaacoub, Mir-Jean Bou Chaaya",1346,107,10000.0
La Misma Sangre,2019,"Drama,Mystery,Thriller",Regular,6.1,"Oscar Martínez, Dolores Fonzi, Diego Velázquez, Paulina García, Miguel Cohan",726,113,10000.0
Pardon My Icelandic,2020,Comedy,Regular,7.9,"Ari Eldjárn, August Jakobsson",1223,54,10000.0
Sol Levante,2020,"Animation,Short,Action",Regular,4.7,Akira Saitou,436,4,10000.0
Amazing Interiors,2018,Documentary,Series,6.7,"Wesley Cannon, Nicholas Laschkewitsch, Will Pemble, John Teall",723,113,10000.0
"Imperfect: Karir, Cinta, & Timbangan",2019,"Comedy,Drama,Family",Regular,7.9,"Jessica Mila, Reza Rahadian, Yasmin Napper, Karina Suwandhi, Ernest Prakasa",913,113,10000.0
The Bling Lagosians,2019,Drama,Regular,6.5,"Gbenga Titiloye, Elvina Ibru, Osas Ighodaro, Sharon Ooja, Bolanle Austen-Peters",82,97,10000.0
Kill Ratio,2016,Action,Regular,4.1,"Tom Hopper, Amy Huberman, Nick Dunning, Lacy Moore, Paul Tanter",924,86,10000.0
Iwa Kakeru! Sport Climbing Girls,2020,"Animation,Sport",Regular,6.1,"Sumire Uesaka, Yui Ishikawa, Aina Suzuki, Miyu Tomita",145,24,10000.0
Chichipatos,2020,Comedy,Series,4.4,"Julián Cerati, Mariana Gómez, Júlio César Herrera, El Mindo",166,90,10000.0
A Tale Dark and Grimm,2016,"Animation,Fantasy",Regular,7.6,"Missi Pyle, Tom Hollander, Nicole Byer, Ron Funches, Simon Otto",216,90,10000.0
Ever After High: Dragon Games,2016,"Animation,Adventure,Drama",Regular,7.6,"Lindsay Ames, Valerie Arem, Malcolm Danare, Erin Fitzgerald",216,90,10000.0
Spijt!,2013,"Drama,Family,Music",Regular,7.1,"Robin Boissevain, Dorus Witte, Stefan Collier, Charlotte Bakker, Dave Schram",2515,95,10000.0
Byeong-won-seon,2017,Romance,Regular,6.3,"Ha Ji-Won, Hwa-yeon Cha, Seo-won Jang, In-gi Jeong",309,35,10000.0
Drawers,2015,"Drama,Family,Mystery",Regular,7.2,"Ece Dizdar, Tilbe Saran, Taner Birsel, Nilüfer Açikalin",1139,120,10000.0
Ari Shaffir: Double Negative,2016,Comedy,Regular,6.8,"Ari Shaffir, Eric Abrams",667,40,10000.0
End Game,2018,"Documentary,Short",Regular,7.1,no value,1705,40,10000.0
Go! La Fiesta Inolvidable,2019,Family,Regular,5.5,"Darcy Rose Byrnes, Rebecca Davis, Marley Estrada, Jill Galbraith, Mauro Scandolari",106,60,10000.0
Hello Ninja,2019,"Animation,Action,Adventure",Series,6.6,"Lukas Engel, Mayumi Yoshida, Jay Britton, Zoey Siewert",98,115,10000.0
Wrong Kind of Black,2018,"Comedy,Drama",Regular,7.6,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis",115,115,10000.0
Alien TV,2020,"Animation,Comedy,Family",Series,6.2,"John Cleland, Rupert Degas, Kyle Dooley, Julie Lemieux",228,115,10000.0
Tarung Sarung,2020,"Action,Adventure,Drama",Regular,6.5,"Panji Zoni, Yayan Ruhian, Maizura, Cemal Faruk, Archie Hekagery",159,115,10000.0
The Awakening,2010,"Horror,Thriller",Regular,2.6,"Kevin Lowe, Luke Gannon, Brian Schaefer, Nancy McCrumb, Vince Rotonda",146,83,10000.0
Sugar Rush Christmas,2019,Reality-TV,Series,6.9,"Hunter March, Candace Nelson, Adriano Zumbo, Meryl Davis",473,72,10000.0
StoryBots Super Songs,2016,"Animation,Family,Musical",Series,8.5,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill",150,72,10000.0
Rapture,2018,"Documentary,Music",Series,7.2,"Joseph Simmons III, A Boogie wit da Hoodie, Logic, 2 Chainz",507,72,10000.0
French Dirty,2015,"Comedy,Drama",Regular,4.9,"Wade Allain-Marcus, Melina Lizette, Arjun Gupta, Elsa Biedermann",272,72,10000.0
Johan Falk: Vapenbröder,2009,"Action,Crime,Thriller",Regular,6.6,"Jakob Eklund, Joel Kinnaman, Jens Hultén, Mikael Tornving, Anders Nilsson",2641,93,10000.0
Sebastian Maniscalco: Stay Hungry,2019,Comedy,Regular,7.1,"Sebastian Maniscalco, Rik Reinholdtsen",1169,65,10000.0
War of the Worlds: Goliath,2012,"Animation,Action,Adventure",Regular,5.4,"Adam Baldwin, Beau Billingslea, Kim Buckingham, Jim Byrnes, Joe Pearson",1134,85,10000.0
The Darkest Dawn,2016,"Action,Adventure,Sci-Fi",Regular,4.1,"Bethan Leadley, Cherry Wallis, Jess Cleverly, Sarah Perugia, Drew Casson",2072,76,0.0
Decoupled,2019,"Comedy,Drama",Series,5.9,"Madhavan, Surveen Chawla, Srestha Banerjee",681,41,0.0
Awake: The Million Dollar Game,2019,Game-Show,Series,5.9,"James Davis, Russell Rope, Ikechukwu Mbagwu, Hayley Seat",681,41,0.0
CounterPunch,2017,Documentary,Regular,6.7,"Oscar De La Hoya, David Diamante, Bernard Hopkins, Sugar Ray Leonard, Jay Bulger",847,91,0.0
The Unbelievers,2013,Documentary,Regular,6.9,"Ayaan Hirsi Ali, Woody Allen, Richard Dawkins, Daniel C. Dennett, Gus Holwerda",6524,77,0.0
Great Men Academy,2019,"Comedy,Fantasy,Romance",Regular,7.6,"Teeradon Supapunpinyo, Kritsanapoom Pibulsonggram, Paris Intarakomalyasut, Jackrin Kungwankiatichai",76,60,0.0
The Bad Kids,2016,Documentary,Regular,7.0,"Vonda Viland, Julia Alexander, Laura Ambrosius, Robert Bartz",612,101,0.0
Residue,2015,"Drama,Horror,Mystery",Regular,6.1,"Natalia Tena, Iwan Rheon, Jamie Draven, Danny Webb",2551,130,140000.0
Til Death Do Us Part,2019,"Sci-Fi,Thriller",Regular,6.5,"Kun-Da Wu, Run-yin Bai, Tie-Hsiang Ban, Teng-Hung Hsia",162,80,140000.0
We Are the Freaks,2013,"Comedy,Drama",Regular,4.7,"Jamie Blackley, Sean Teale, Mike Bailey, Michael Smiley, Justin Edgar",334,80,140000.0
Trigger Warning with Killer Mike,2019,"Documentary,Comedy",Series,7.0,"Killer Mike, Mario Alberto Pagan, Sir Maejor, Hasan 'Hocus45th' Harris",1208,30,140000.0
A Love Song for Latasha,2019,"Documentary,Short,Biography",Regular,6.8,"Tybie O'Bard, Shinese Harlins, Zoe Flint, Nnenna Brown, Sophia Nahli Allison",2140,19,140000.0
Becoming Champions,2018,"Documentary,Sport",Series,6.7,no value,350,81,140000.0
De Film van Dylan Haegens,2018,"Adventure,Comedy,Family",Regular,4.3,"Ilse Warringa, Maxime Jacobs, Rico Verhoeven, Bibi",505,81,140000.0
The Night Watchman's Journal,2014,"Drama,Fantasy",Series,6.1,"Chang-Seok Ko, Jae-yong Lee, Se-chang Lee, Kim Sung-oh",120,60,140000.0
Twinsters,2015,"Documentary,Biography,Family",Regular,7.5,"Anaïs Bordier, Samantha Futerman, Kanoa Goo",4730,89,140000.0
Luna de miel,2015,"Horror,Thriller",Regular,4.7,"Hector Kotsifakis, Paulina Ahmed, Alberto Agnesi, Dunia Alexandra, Diego Cohen",1065,96,140000.0
El Vato,2016,"Comedy,Drama,Music",Series,6.7,"El Dasa, Cristina Rodlo, Ricardo Polanco, Gustavo Egelhaaf",122,43,140000.0
Mai,2019,"Crime,Drama,Thriller",Regular,3.9,"Raima Sen, Sakshi Tanwar, Seema Bhargava",345,84,140000.0
"¡Ay, mi madre!",2019,Comedy,Regular,3.9,"Estefanía de los Santos, Secun de la Rosa, Terele Pávez, María Alfonsa Rosso",345,84,140000.0
The Legend of Zelda,2012,"Animation,Adventure,Fantasy",Regular,3.9,no value,1595,84,140000.0
Crowsnest,2012,"Horror,Mystery,Thriller",Regular,3.9,"Mittita Barber, Aslam Husain, Victor Zinck Jr., Chelsey Reist, Brenton Spencer",1595,84,140000.0
Divanation,2019,Comedy,Regular,7.6,"Diane Keaton, Goldie Hawn, Bette Midler",1495,60,140000.0
Nate Bargatze: The Tennessee Kid,2019,Comedy,Regular,7.6,"Nate Bargatze, Ryan Polito",1495,60,140000.0
Ali Wong: Hard Knock Wife,2018,Comedy,Regular,7.4,"Ali Wong, Jay Karas",4199,64,140000.0
Whitney Cummings: Can I Touch It?,2019,Comedy,Regular,6.5,"Whitney Cummings, Marcus Raboy",1553,59,140000.0
El apóstata,2015,Comedy,Regular,5.8,"Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Federico Veiroj",677,80,140000.0
Muqaddar Ka Faisla,1987,"Action,Comedy,Drama",Regular,4.8,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Ambani, Prakash Mehra",55,171,140000.0
The Boys in the Band: Something Personal,2020,Documentary,Regular,7.2,"Matt Bomer, Charlie Carver, Mart Crowley, Robin de Jesus, Joel Kazuo Knoernschild",265,28,140000.0
The Sea Beast,2022,"Animation,Adventure,Fantasy",Regular,6.8,Chris Williams,239,45,140000.0
Cabins in the Wild with Dick Strawbridge,2017,Reality-TV,Regular,6.8,"William Hardie, Dick Strawbridge",239,45,140000.0
Lee Su-geun: The Sense Coach,2021,Comedy,Regular,3.9,Soo Geun Lee,24,45,140000.0
Coborâm la prima,2018,Drama,Regular,7.2,"Iulian Burciu, Grumazescu Cezar, Victoria Cocias, Constantin Cotimanis, Tedy Necula",602,84,140000.0
A Christmas Tree Miracle,2013,Family,Regular,6.7,"Kevin Sizemore, Terry Kiser, Jill Whelan, Barrett Carnahan, J.W. Myers",769,102,140000.0
Aruna & Her Palate,2018,Drama,Regular,7.3,"Dian Sastrowardoyo, Nicholas Saputra, Hannah Al Rashid, Oka Antara, Edwin",674,106,140000.0
On Children,2018,"Drama,Family,Sci-Fi",Series,7.5,"Tzu-Chuan Liu, Yu-Xuan Wang, Hsin-Yu Ling, Emilia Chen",339,50,140000.0
Wangeun Saranghanda,2017,"Drama,Romance",Regular,7.2,"Im Yoon-ah, Ji-Hyun Park, Se-ha Ahn, Jong-hwan Choi",187,50,140000.0
Zhong ji yi ban,2005,"Action,Comedy,Drama",Series,5.4,"Hao-Ming Chang, Wei-hsun Na, Jiro Wang, Brent Hsu",76,50,140000.0
